# Cell_X[m]  Cell_Y[m]  Velocity[m/s]
79.416667  -0.271609  220.692667
79.000000  -0.222882  229.183883
5.132853  -0.771882  199.822714
83.708333  -0.180461  267.759064
4.500000  -0.093383  191.715808
77.291667  -0.169263  245.341706
41.875000  -0.135804  249.424669
13.291667  -0.180461  164.864428
79.625000  -0.135804  162.479347
8.704407  -0.536015  182.736339
80.125000  -0.087078  168.819837
80.287740  -0.427706  179.904653
8.125000  -0.087078  137.150026
80.000000  -0.222882  163.957328
13.708333  -0.180461  195.531423
6.291667  -0.180461  181.680363
81.000000  -0.222882  242.307429
80.482882  -2.031792  1447.883604
91.500000  -0.093383  215.770220
9.079407  -0.470128  143.915684
81.708333  -0.180461  261.799491
83.361952  -1.165284  231.952623
9.500000  -0.093383  104.329386
82.000000  -0.222882  263.758895
90.875000  -0.073445  168.564401
83.287740  -0.427706  245.426615
6.875000  -0.135804  173.353486
78.708333  -0.180461  232.308566
6.492147  -0.647456  200.371919
10.450991  -0.557379  124.237613
83.125000  -0.087078  270.558533
10.500000  -0.093383  105.468945
83.875000  -0.087078  266.766403
84.000000  -0.160523  265.222098
23.287740  -0.427706  203.344246
84.017563  -0.348142  242.792509
10.079407  -0.470128  127.762731
57.000000  -0.203097  263.143268
84.291667  -0.169263  261.955719
86.136910  -1.636734  282.263417
59.708333  -0.166828  201.654820
10.853945  -2.812115  3178.779318
85.875000  -0.082040  219.690506
86.708333  -0.180461  204.126547
39.500000  -0.093383  177.943889
86.291667  -0.214439  210.539858
11.920593  -0.470128  180.775370
93.442820  -0.424898  159.697547
23.708333  -0.214439  200.020054
61.875000  -0.121057  247.588591
87.049520  -0.689878  218.709703
28.012087  -1.307830  212.933497
88.000000  -0.222882  197.841604
88.125000  -0.135804  193.654696
28.291667  -0.180461  187.226523
87.708333  -0.180461  200.095098
62.712260  -0.427706  221.425674
32.291667  -0.180461  241.613261
88.583333  -0.271609  183.798417
89.125000  -0.087078  177.161644
